2093857	223139	134229	54124	55190	16957	52691	26204	30089	11800	53416	47267	39956	77067	34852	42376	42559	125968	11761	70736	24988	29955	38356	18474	22672	46852	55729	46403	13651	29395	62903	21420	239819	24967	2868	52025	66772	100033	56522	32409	88345	50746	69948	89931	35118	14299	9858	356751	26850	59676	80247	86234	58998	21745	60852	179866	92404	107214	48162	143973	33262	44934	82065	22705	32955	70160	49636	75025	13795	92138	60561	97221	34107	131196	42774	24704	84968	126125	33146	57015	49265	52070	8922	12220	30416	31327	13967	28641	17524	25728	49367	57492	51007	74074	82005	59404	158400	57019	24291	21590	16120	186939	4718	41424	12421	164746	14962	58641	54557
1550024	37582	57275	39539	58925	16706	18531	19474	7540	9864	17913	49501	25924	45747	20768	47398	15465	18559	7783	20751	4875	24492	9809	5583	12257	15225	23831	20612	9534	13405	56491	8848	69542	9228	2925	31097	751861	68286	42970	19076	31855	21693	15853	41157	23522	8064	2506	26111	9417	30234	144012	36276	16888	7742	24683	26071	40351	70961	40022	56925	34411	39729	39836	14569	14547	111563	25612	33672	10604	28939	39304	12249	46205	50513	19094	12750	22992	36754	18118	20052	19438	9432	5588	6310	7152	25885	7821	11244	42894	12801	38940	31973	61146	77645	26012	26700	85274	26073	11511	9733	9797	51642	4212	19245	13559	30019	7771	17778	21454
301301	39545	52584	15171	70126	14056	56483	20998	20071	19393	60800	56529	28299	91547	68195	28269	36782	70041	4061	24092	19077	21833	27982	6359	54027	48142	61771	67968	32374	72519	55764	17748	46640	18699	55146	17842	112070	34369	71111	24216	39838	76401	27769	45050	15021	21122	11625	13222	26594	34468	31731	34250	20370	14980	65513	30042	33662	22865	168374	65677	76063	31559	60947	43816	75403	23578	30904	53397	49847	136398	18595	27294	43288	45909	107431	26178	88620	38788	23216	33263	75597	64728	30286	21093	53594	57355	25876	20950	61411	11887	194363	72214	27653	48022	43049	73441	20103	44803	28476	47922	83410	19262	8483	22902	16016	48751	21242	58738	44042
418240	62178	37185	33118	41031	21306	46050	38840	76702	14023	52530	136990	48232	129324	77119	33379	69403	158003	8720	30564	16786	25456	77383	14415	43338	37111	141768	63642	14908	113964	56332	13872	18089	12630	165136	78914	148400	55366	47307	42068	37834	224924	39573	47614	21870	76271	15860	79943	24952	68257	70354	22681	27502	22100	448100	47322	38327	22746	41226	53748	126631	37935	37921	20395	155568	252956	102054	37598	156241	46978	63902	61257	179358	110722	219970	142147	34401	60639	18565	15516	45676	54331	13183	23676	17401	27619	20413	7749	19766	35325	97194	89349	42900	86709	63999	60465	29752	31757	17754	23896	303558	106158	5703	20335	7774	90600	11619	17769	115190
45851	101167	353866	39529	13472	5400	34126	73161	41828	10382	11600	16535	49308	435979	41500	11090	607126	399185	1594	10070	8594	5760	7740	20767	124306	21735	25701	19185	831843	34124	47128	6646	259433	115975	11063	6753	570975	328739	31814	4504	14844	24903	9245	276434	5751	130776	6494	3129	5991	15023	12685	284091	9263	9788	17466	7611	13593	74345	17280	124461	20035	100669	13539	14876	22377	7878	495207	1063830	843405	240407	1026849	172709	18435	19890	35184	11774	12516	63363	84549	74004	788466	33195	1091607	7443	10024	13190	9577	11911	8844	3532	313620	35063	396679	13646	15777	19899	12640	1253443	14811	396186	30546	12452	2132	258665	5699	16587	10634	819322	14715
751585	8504	6117	50610	4430	2721	5194	30885	31388	47106	5640	10640	79727	18843	14310	4855	7416	16789	830	3810	38437	4727	2904	4057	4828	28419	525592	7477	188776	14750	9142	3127	7390	30621	5209	14841	91354	5960	21400	2174	6336	6672	113174	5255	30487	9674	1955	4378	72861	27646	66892	4136	3319	15887	20230	6378	4083	28670	6331	27948	7518	48621	5469	87257	7449	4130	82929	79784	8695	470342	9571	6255	10658	45542	11333	6727	10537	24765	95041	16586	180553	208716	2780	8515	4279	10196	9761	10671	17964	64081	45418	210302	7196	6404	98219	108874	142960	69760	99676	5912	12235	5064	1647	5056	36307	6989	12717	7372	52710
46228	10704	23397	6107	49904	3141	25132	18708	19773	4992	27347	14142	13021	110063	27349	6923	9098	59582	3216	6270	5396	6005	7103	2572	85853	11646	31971	18342	23562	48822	23077	10839	33240	8062	9721	6511	11753	12938	108161	3851	11542	11555	8276	19982	3966	6322	7657	49304	6069	10291	55053	15755	5409	5575	62546	5958	38062	8673	41503	30820	58632	47237	24174	8968	30651	10500	39775	46763	18327	29864	9011	26530	16737	12149	46012	7680	9040	12940	50985	8138	39777	25330	4985	7283	6058	30222	7809	8882	5992	4645	39316	30351	7443	14151	11885	16252	7232	39852	8509	7579	38784	10768	2745	7986	9240	95110	9264	12220	36792
2763672	368650	538489	32369	29858	88012	136787	56834	124282	118394	129426	35259	41868	649151	665164	552617	241605	147807	8849	90320	255972	47642	156210	65373	109899	150137	97245	236038	917642	140516	259536	165736	36493	106777	29062	76876	194008	229633	209453	68458	113714	602844	64926	459233	44851	156576	502970	8367	128306	49652	27365	304929	76966	17945	161804	544732	736081	52200	210674	107934	289972	66268	234570	121646	553933	95692	108355	342746	1769412	297352	190691	87610	39826	109476	833733	1282471	206815	355804	149443	214549	229493	107029	891376	86727	49845	278387	125165	22180	339795	42219	256776	629910	555212	90282	121220	176557	25151	250332	352021	270452	1364158	12846	9000	300166	88499	42035	85490	41634	317301
39485	86455	29671	23431	55745	7420	100909	7914	28666	186899	111806	63411	55514	188197	51012	52013	10311	253851	2849	104474	97505	97097	3379	4626	18625	42095	131817	185249	402109	182144	99336	84297	21298	64320	46142	8959	91393	35751	719978	5221	81861	182167	16507	29995	9563	150735	31683	2831	76085	67748	389834	21235	95406	24382	92103	91134	225275	32454	366732	70318	291072	22182	282237	20787	641872	85649	75923	123813	55464	149187	14494	39664	185418	247059	1049809	89860	25880	28128	99979	42844	114392	197889	56445	11053	304275	104094	13926	109824	309592	7143	338035	208625	27762	39821	46152	237752	85367	108590	207349	182354	273652	87423	6258	85857	129632	163170	59290	179351	128587
437897	160	666	366	34824	123521	175863	496	479	150	207759	241	172	463	548	215044	355	136558	8160	162	382	90	3304743	278	601	4824	606791	232	270	1059	38588	3875	1175	313	360462	546	513	186	364	84	588	290	199846	543	520	605	204	98	150	379	212	453	183	285518	318	182	200	334	22400	20816	4253	206	205	548	245	164	902	355	325	50996	946	97804	65346	2400	378	184	1814118	998	31157	1137	17924	3052	258	647	143	11352	833	7937	8261	168	993	370	471	384	644	721	4697	276	786	173	281	171	10270	278	72	1389	968	69348	222
39778	990	1266	58112	6807	150	262	395	5080	15873	264	1598	276	1152	1483	3565	1482	450	262	416	1182	3995	266	295	10232	1970	670	1547	148148	10658	511	10843	175	782	178	2428	713	1554	679	20	216	14604	11460	4802	353	42630	36647	35	81513	21934	582	929	401	1921	102	614	65	10685	1369	258	275	677	1774	24221	428	1066	216	407	979	921	1684	211	5883	1095	708	4771	160	941	2143	1708	810	2703	936	2110	14351	3735	1037	1590	459	2899	1889	9405	940	669	146	2820	1224	455	3943	39033	146697	61	658	46630	377	182	7435	657	47
543	17275	20916	81004	370520	674	7489	3651	1263409	80326	7553	59175	41019	12360	2208	640245	9343	57481	1852	83649	1794	81795	78738	9404	3772	23859	1942	35312	22182	136152	6694	24538	148710	4277	54160	4261	72138	2749	2936	612	9622	446601	7497	27960	33857	39364	63868	3600	159837	80024	1228894	12604	72470	12243	224878	21390	2299	18022	10781	7069	14147	9546	521711	47779	5875	18857	14521	19097	1286	56708	5231	3102	54862	12761	7980	4417	4475	11777	2665	11840	21089	2076	1207	925578	1745	4468	811343	20040	3436	8320	40339	251485	12922	139641	8708	1183529	31268	11983	89873	7002	31723	42857	92551	24694	1215	3745	5441	4981	2646
547	821	83185	1961	758	134	4529	370	20047	306	310	243	44359	875	412	719	851	1255	455	671	227	601	594	1529	2610	701	532	560	52294	5995	457	270	2054	816	610	624	2126	577	863	170	701	16693	469	83969	961	549	1584	373	8282	4817	6927	54243	684	864	846	548	725	1623	542	743	482	582	88482	946	522	603	797	754	366	865	1183	953	1568	1079	735	562	613	1508	1290	689	634	612	326	1464	228	446	1183	1159	337	352	1982	697	1136	1433	793	1551	1299	682	762	664	563	531	414	961	357	322	713	5003	629
881260	17	88844	40	12	0	4563	7	89	6	13	9	53	70	23	38	14	26	3	31	4	15	5	133	20	19	18	7	104	71	34	7	85	28	5	3	16	17	30	1	15	40	2	85268	157	31	136	5	40	230	3465	59105	155	20	20	4	17	18	14	10	15	16	234	105	9	8	18	5	18	19	66	34	5	51	15	8	27	131	16	24	6	5	13	44	235	5	46	12	6	5	47	20	18	13	17	23	14	8	155	11	8	12	2	4	18	8	37	60	10
570	577	52343	683453	543	114	3084	393	7685	1911	857	310	6970	738	999	1508	363	301141	497	7413	270	419	642	349	533	537	430	405	36981	5347	369	242	906	317	800	718	879	459	665	114	627	4671	385	76577	506	603	4433	345	31708	43339	5055	29331	6261	386	647	431	541	130394	419	665	540	739	18751	1265	279	793	820	566	357	729	1006	1527	1219	3521	402	720	862	1122	658	1178	579	403	345	1486	467	607	1013	114535	469	483	892	646	1886	1337	639	1375	789	590	673	571	196139	612	321	1750	218	626	549	2897	539
